animal_id,has_name,is_adopted,sex_male,spay_neuter,cfa_approved,is_kitten,season_Fall,season_Spring,season_Summer,season_Winter,is_weekend,time_of_day_Afternoon,time_of_day_Closed,time_of_day_Morning,is_shorthair,is_solid_pattern,color_black,color_other,color_white
A719630,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
A712107,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A705622,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A759191,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A707888,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A754121,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
A739123,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A699936,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
A752407,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
A732912,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A736372,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A702564,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A736192,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
A729666,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A707962,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
A751783,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
A748940,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
A725167,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A700291,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A707051,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A718084,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
A762762,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A752425,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A713252,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
A703345,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
A712930,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A746777,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
A702437,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A727481,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A714704,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
A734420,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A738540,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
A712269,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
A749453,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
A759850,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
A734326,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A727925,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A710478,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
A739578,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
A727656,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A763406,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
A705017,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A708486,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A704564,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A737786,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
A751119,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A706693,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A705498,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
A740785,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A747777,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A702504,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A734468,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0
A736288,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A741499,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A709442,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
A748903,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A733236,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A748836,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0
A743620,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
A729945,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A706446,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A705796,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
A711645,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A745143,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A734127,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A708144,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A736213,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
A704083,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
A754221,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A701235,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
A711128,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
A733899,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
A737148,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A749215,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
A715117,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
A717043,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
A742086,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
A748109,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A712109,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
A708882,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A751249,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A696689,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A727783,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
A719486,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A699507,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
A752312,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A708864,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A760777,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
A708669,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A740316,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
A727054,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A736721,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
A726845,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
A729850,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A705994,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
A762053,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A724697,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A729402,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A736592,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
A712822,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
A702763,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
A757989,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A762934,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A752033,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A743567,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
A712271,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A738764,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A754959,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
A731262,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A742236,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A703670,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A729854,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A722091,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A758916,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A734488,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A727370,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A710980,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A707900,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A598751,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A718957,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
A726695,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A715695,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
A747362,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A718098,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
A738259,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
A758445,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A761866,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
A752964,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A712748,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
A750564,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A747058,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A759117,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A747707,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A760658,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
A741430,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
A719796,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A734130,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
A704380,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A729128,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A744077,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
A707040,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A711818,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A731806,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A702161,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A721321,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
A733732,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
A759779,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A719285,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A752056,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A730644,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A758758,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A733080,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
A713175,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A752212,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
A731078,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A753807,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A704242,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A707452,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
A717678,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A748689,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
A755730,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A722565,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
A758706,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A753382,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A755479,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A753208,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A709212,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A744772,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
A701374,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A700416,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A734406,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A756988,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A714601,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A740614,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
A718779,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
A709415,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A736460,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A754431,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A750310,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A758293,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A760661,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0
A758865,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
A740054,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
A754937,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A701262,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
A698875,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A724728,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A750587,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A732722,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A710813,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A748784,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
A735407,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
A723679,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A715113,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A709168,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A736474,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A743017,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A706629,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A732759,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A710192,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
A731369,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
A756990,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A722709,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
A707928,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A700655,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A748483,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A713969,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A719790,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
A727778,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
A715349,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A761192,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A709487,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
A738011,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A731322,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
A723673,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A714877,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A739082,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
A727437,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0
A760265,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A725752,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
A756682,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A750241,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
A712211,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A704410,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A749952,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
A728801,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A732088,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A702944,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A732960,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A752198,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A751568,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
A713031,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A701798,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A746035,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
A751125,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A732251,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1
A707353,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
A713950,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
A753877,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A735178,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
A702573,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
A640500,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A746267,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A759349,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
A735545,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A762795,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A748592,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A721987,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
A761514,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A738669,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A729763,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
A714722,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A750105,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
A714008,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A709642,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A752846,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A733739,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A704643,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A754239,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
A741190,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A712720,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
A715803,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A704826,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
A711127,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
A708416,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A738411,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
A712381,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A705997,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
A737235,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
A753077,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A753190,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A700227,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
A754796,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A732347,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A741631,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A704837,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A739350,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
A753035,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
A706212,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A728337,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A760852,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A758888,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A740202,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
A715736,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
A721070,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A761015,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0
A723410,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
A758722,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A701605,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A750641,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0
A706932,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A728437,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A709833,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
A717544,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0
A763169,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
A749353,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
A745571,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
A761403,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A698808,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
A753313,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A749066,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
A718841,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A561188,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A711626,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
A710983,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A731414,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
A754451,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A708286,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A714804,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A758700,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
A731214,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A762247,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A712572,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
A751754,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A719338,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A733132,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A732786,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A751683,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A739671,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
A735903,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A728401,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A748071,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A732115,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A700766,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A715218,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A753087,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A731919,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0
A752133,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
A726205,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
A745080,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
